thread,path,calls,total_s,avg_s,tpe_s
"47924","[Profiler thread 47924]/taichi::lang::TaichiLLVMContext::eliminate_unused_functions",7,0.000452,6.45714e-05,0
"47884","[Profiler thread 47884]/taichi::lang::TaichiLLVMContext::get_this_thread_runtime_module",2,0.013191,0.0065955,0
"47884","[Profiler thread 47884]/taichi::lang::TaichiLLVMContext::get_this_thread_runtime_module/taichi::lang::LlvmModuleBitcodeLoader::load",1,0.013101,0.013101,0
"47884","[Profiler thread 47884]/taichi::lang::TaichiLLVMContext::clone_runtime_module",1,0.013574,0.013574,0
"47884","[Profiler thread 47884]/taichi::lang::TaichiLLVMContext::clone_runtime_module/taichi::lang::TaichiLLVMContext::get_this_thread_runtime_module",1,5.99999e-06,5.99999e-06,0
"47884","[Profiler thread 47884]/taichi::lang::TaichiLLVMContext::clone_runtime_module/clone module",1,0.013496,0.013496,0
"47884","[Profiler thread 47884]/taichi::lang::TaichiLLVMContext::eliminate_unused_functions",1,0.001023,0.001023,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run",1,0.000707,0.000707,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run/taichi::lang::StructCompilerLLVM::generate_types",3,4.1e-05,1.36667e-05,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run/taichi::lang::StructCompilerLLVM::generate_child_accessors",1,0.00016,0.00016,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run/taichi::lang::StructCompilerLLVM::generate_child_accessors/taichi::lang::StructCompilerLLVM::generate_refine_coordinates",1,8.9e-05,8.9e-05,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run/taichi::lang::StructCompilerLLVM::generate_child_accessors/taichi::lang::StructCompilerLLVM::generate_refine_coordinates/taichi::lang::TaichiLLVMContext::get_this_thread_runtime_module",25,5.00001e-06,2e-07,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run/taichi::lang::StructCompilerLLVM::generate_child_accessors/taichi::lang::StructCompilerLLVM::generate_child_accessors",1,6.7e-05,6.7e-05,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run/taichi::lang::StructCompilerLLVM::generate_child_accessors/taichi::lang::StructCompilerLLVM::generate_child_accessors/taichi::lang::StructCompilerLLVM::generate_refine_coordinates",1,5.1e-05,5.1e-05,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run/taichi::lang::StructCompilerLLVM::generate_child_accessors/taichi::lang::StructCompilerLLVM::generate_child_accessors/taichi::lang::StructCompilerLLVM::generate_refine_coordinates/taichi::lang::TaichiLLVMContext::get_this_thread_runtime_module",25,6.00002e-06,2.40001e-07,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run/taichi::lang::StructCompilerLLVM::generate_child_accessors/taichi::lang::StructCompilerLLVM::generate_child_accessors/taichi::lang::StructCompilerLLVM::generate_child_accessors",1,2.99999e-06,2.99999e-06,0
"47884","[Profiler thread 47884]/taichi::lang::StructCompilerLLVM::run/taichi::lang::TaichiLLVMContext::add_struct_module",1,0.000475,0.000475,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel",16,0.601678,0.0376049,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::get_hashed_offline_cache_key",16,0.00868,0.0005425,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::get_hashed_offline_cache_key/gen_offline_cache_key.body",16,0.003723,0.000232688,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads",16,0.042928,0.002683,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::frontend_type_check",16,0.000169,1.05625e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::lower_ast",16,0.007596,0.00047475,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::lower_ast/taichi::lang::irpass::replace_all_usages_with",960,0.001254,1.30625e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::compile_taichi_functions",32,0.000218,6.8125e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::eliminate_immutable_local_vars",16,0.004675,0.000292187,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::type_check",32,0.000523,1.63437e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::analysis::verify",96,0.002288,2.38333e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::bit_loop_vectorize",16,0.000752,4.7e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::bit_loop_vectorize/taichi::lang::irpass::die",16,0.00056,3.5e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::lower_matrix_ptr",16,0.001839,0.000114937,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify",32,0.019739,0.000616844,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::extract_constant",64,0.000419,6.54687e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::unreachable_code_elimination",64,0.000175,2.73437e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::binary_op_simplify",64,0.000337,5.26562e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::constant_fold",64,0.000387,6.04687e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::constant_fold/taichi::lang::irpass::replace_all_usages_with",32,5.40001e-05,1.6875e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::die",192,0.004684,2.43958e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::alg_simp",64,0.001353,2.11406e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::alg_simp/taichi::lang::irpass::replace_all_usages_with",33,3.7e-05,1.12121e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::loop_invariant_code_motion",32,0.000145,4.53125e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::simplify",64,0.000393,6.14062e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::whole_kernel_cse",32,0.006868,0.000214625,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::whole_kernel_cse/taichi::lang::irpass::replace_all_usages_with",98,0.000111,1.13265e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::cfg_optimization",32,0.004337,0.000135531,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::cfg_optimization/taichi::lang::ControlFlowGraph::store_to_load_forwarding",32,0.001214,3.79375e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::cfg_optimization/taichi::lang::ControlFlowGraph::store_to_load_forwarding/taichi::lang::ControlFlowGraph::reaching_definition_analysis",32,0.000944,2.95e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::cfg_optimization/taichi::lang::ControlFlowGraph::dead_store_elimination",32,0.00134,4.1875e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::cfg_optimization/taichi::lang::ControlFlowGraph::dead_store_elimination/taichi::lang::ControlFlowGraph::live_variable_analysis",32,0.000523,1.63437e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::cfg_optimization/taichi::lang::ControlFlowGraph::dead_store_elimination/taichi::lang::irpass::replace_all_usages_with",16,1.80001e-05,1.125e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::full_simplify/taichi::lang::irpass::cfg_optimization/taichi::lang::irpass::die",32,0.00064,2e-05,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::handle_external_ptr_boundary",16,5.8e-05,3.625e-06,0
"47884","[Profiler thread 47884]/taichi::lang::Program::compile_kernel/taichi::lang::irpass::compile_to_offloads/taichi::lang::irpass::flag_access",32,8.2e-05,2.5625e-06,0
